FileName, CommitSha
Detections\Sample\VectraDetect-Account-by-Severity.json,53a6f6488c0e038914ea7841aeef284c538dbdfd
Detections\Sample\SigninPasswordSpray.json,18b490885371c1eba8d1f3d59188f40a112213a3
Detections\Sample\ExcessiveDenyFromSource.json,ba5ac777d6344023ae2e43293e2a4cbc38c9ae1e
Workbooks\Sample\AzureAuditActivityAndSignin_ARM.json,a858c9fc9150b53ba138744521c8215e6257708b
Parsers\Sample\vimDnszScalerZIA.json,16e624f8d8dc524fcb0b4cb272cb1dd381d88c38
sentinel-deployment.config,9e26dfeeb6e641a33dae4961196235bdb965b21b
Parsers\Sample\FileEventLinuxSysmonFileCreated.json,d3e05a450049ff19afd1f39b6f79769681e2cd1e
Hunting\Sample\NewUserCallingSensitiveWatchlist.json,10d14b05fc24b794e9488a76e9fb2f07d80cbc13
Parsers\Sample\ProcessEventMicrosoftSysmonTerminate.json,1824395fcf34554b522d20bb615e98c373db202f
Workbooks\Sample\ThycoticWorkbook_ARM.json,0d03f4347d884511ef6c6a01caff8b90677b97df
Detections\Sample\Creating_Anomalous_Number_Of_Resources_detection.json,6b490ef4330014746bdf53b80c5c4830a777dbae
Detections\Sample\MFARejectedbyUser.json,c31670f126b6b8022d9a869c98748ede240625d1
Workbooks\Sample\ExchangeOnline_ARM.json,dd16b2ac7f2a349157beac30ab6e676ee7c9d49b
Hunting\Sample\FileEntity_SecurityEvent.json,bf902d8d03eadb422ad4601217e20d5b68c11c42
Workbooks\Sample\AIVectraDetectWorkbook_ARM.json,77146fb076eda8ec17e517b78cc11b186d8f1772
Detections\Sample\MultipleTeamsDeletes.json,d06c97d7e245769d8a7abba729f88eab1a6870e3
Workbooks\Sample\InfobloxNIOS_ARM.json,b7e1495e0d34478a1ee6b6b9a36697e9712fc7e4
Parsers\Sample\ASimAuthenticationOktaOSS.json,4c432af5841bf100caf0885440414e634a7edaa8
Playbooks\Post_Message_Teams_IncidentTrigger.json,0b66eb5777e9564a5aea119cc810717d43e40280
Hunting\Sample\LegacyAuthAttempt.json,89cb418447d099d65910e89f2258a67f836f1941
Detections\Sample\CognniLowRiskBusinessIncidents.json,193be1e3d66f752d3f1fd000ea19ee35ae128efe
Workbooks\Sample\CognniIncidentsWorkbook_ARM.json,98cbeb83d2e5798917e52e23c6e062b1a0f9f2b6
Detections\Sample\squid_tor_proxies.json,7f0f02c0e4961eda9f635acf0ae87356e23623e2
Hunting\Sample\UserAccountCreatedDeleted.json,f800c27c3b9b1e22c62180db3c564811b07b2b5f
Detections\Sample\ADOSecretNotSecured.json,21bcc8332a51e4924ff87e4fba251ed9a4019ca3
Workbooks\Sample\F5Networks_ARM.json,939a3c093c4053cf45e8dfa17e09c65c2eaf9ae7
Hunting\Sample\FileEntity_OfficeActivity.json,0301bb38eab8cd244a7811130ed3da9f92a41fd1
Playbooks\Block_AADUser_Alert_Trigger.json,23aff01fdcf6fa30e2d6a1f279e35002a03a7515
Workbooks\Sample\IntsightsIOCWorkbook_ARM.json,ded6533d66397706143a3adb102ae7b07a86f044
Detections\Sample\IPEntity_AzureFirewall.json,f025ea92c6d9cd6e5a01c763df6029c43081a482
Detections\Sample\E2EEDisbaled.json,864c4646b72a69fa933727d6ef5beb6d413ba39c
Detections\Sample\UserAccountAdd-Removed.json,393f012f3c3f6f44be68308fea627fc35fce226b
Parsers\Sample\vimDnsMicrosoftSysmon.json,39bdc16c2533545ede1fd1e3753e69aa0553352d
Detections\Sample\DNS_TorProxies.json,60ba8e92c428902118da9a98f030a4d54a4e684e
Parsers\Sample\ASimDnsGcp.json,50f307ab01ba08ff4bb6bb0b61506af496b20422
Hunting\Sample\AAD Conditional Access Disabled.json,d9193765db5227b203f22beffed9a2ecdacb1430
Hunting\Sample\DormantServicePrincipalUpdateCredsandLogsIn.json,9671736ea220556fa883a6504863358c3542bbf9
Parsers\Sample\NetworkSessionCheckPoint.json,24910b15bebe1d1bb1b3c91fe455901c23152a8f
Hunting\Sample\Unusual Number of Repository Clones.json,a7fd6e5af17a6a6bb996853436acdccc0be46e07
Parsers\Sample\ASimAuthenticationM365Defender.json,cef0695b853c30f84732a1f9b3e60cd8b1a6f9fd
Detections\Sample\imAuthBruteForce.json,a5d0dabfa26f9fc29b008faeaef23d4d5289d6e1
Detections\Sample\CorrelateIPC_Unfamiliar-Atypical.json,7e012ca860dbc1b6f5ec593789398442c362d318
Detections\Sample\IPEntity_W3CIISLog.json,672c9c2cf7aa7c36da913017e341157467303cb1
Hunting\Sample\AzureRunCommandFromAzureIP.json,fd6175a9bae80bf431837a4c7d7d66e6a155bfd5
Parsers\Sample\ProcessEventMicrosoft365D.json,1edc62d1b704f49365966e3acbcf771cde7ff27b
Detections\Sample\DCShadow.json,1e3f17cf1d6789744c902d9aafd0952b59fd7566
Parsers\Sample\ASimDns.json,f766070ef934c0f5e80afb1c5d6ba3071d8491de
Workbooks\Sample\SophosXGFirewall_ARM.json,63db83d3d085c8bb0f413c8a17822bf43837467f
Detections\Sample\AAD_PAVPN_Correlation.json,46ee55c8e3662562a6dc445c30b6179fed44db24
Hunting\Sample\powershell_newencodedscipts.json,b3b7d223893225a3b0f57d6d4953b06fce1b8d02
Detections\Sample\LoginfromUsersfromDifferentCountrieswithin3hours.json,c00cfa579dc69940d5fdeb78f60266e718b86ec6
Detections\Sample\AADHybridHealthADFSNewServer.json,b2868742b9716e44248d1c2febd502a2f17c54b0
Workbooks\Sample\BETTER_MTD_Workbook_ARM.json,4f622f9aa9474c58816a2d8774a6ae48d0ddc815
Parsers\Sample\vimAuthenticationAWSCloudTrail.json,144d14e1c34c53bb1c6b224e364318a0acb87e99
Detections\Sample\ProofpointPODWeakCiphers.json,641cdb320aa92be731b1634520b401aaf86a4cf6
Detections\Sample\PortScanDetected.json,b92c6978bdd2a1dd5744ebffd631a1af9df92f22
Hunting\Sample\AzureSentinelWorkbooks_AdministrativeOperation.json,4cf08bccf6d0392f4fc40f856652da5027bb4f4f
Detections\Sample\imSigninAttemptsByIPviaDisabledAccounts.json,67de00fa12da9f23534ad7be858a8d0aeb7290d7
Detections\Sample\RareRunCommandPowerShellScript.json,6664b8027d8f4251bd66596d40a2dee715e9ea7c
Workbooks\Sample\NormalizedNetworkEvents_ARM.json,ddbaa5f60f6a9dc97a22a66646e4019d78ca08c3
Parsers\Sample\ProcessEventTerminate.json,89e643f2d7e78491792351b347b9c891cdb7565c
Hunting\Sample\AzureAdministrationFromVPS.json,e4c012bc9cbc53970455e1904cb7677adadae7f3
Detections\Sample\AzDOServiceConnectionUsage.json,61800628ad18fdd2a8f59479ddc54a3c986c4652
Hunting\Sample\Anomalous Defensive Mechanism Modification.json,17a6b5be0ebe23b236a29d3bed40ecd8c9878956
Hunting\Sample\imProcess_persistence_create_account.json,133630fafd2fe942edc5bc613c5302d4d9d1eeb3
Workbooks\Sample\AzureFirewallWorkbook_ARM.json,52e12d80bfca152836bf28b87d8df704eae6309b
Hunting\Sample\NewTZ.json,60373fd271d7eb2fb955452bfc91160c8bf8c475
Hunting\Sample\Public Projects enabled.json,95d15c7e51a10e83561630fd796ea07c7f898955
Workbooks\Sample\AzureFirewall_ARM.json,03ca62ca73d0caed5d60705576eda147020ac1b8
Hunting\Sample\GroupAddedToPrivlegeGroup.json,c4a35ac77244c9fa2b6b3219d72812615124317f
Detections\Sample\VectraDetect-NewCampaign.json,1ad07711fc1d565e7bf687c9fcefe376b7de49ed
Detections\Sample\PaloAlto-PortScanning.json,7277abe4e25974f0c80a415ea78d8e77f34176cb
Detections\Sample\Zscaler-LowVolumeDomainRequests.json,e9b623310d6053575f617f683e5edb28d88d0780
Detections\Sample\TimeSeriesAnomaly-ProcessExecutions.json,d46d6826b577e5531ac5ee2e3c4117505a85e251
Detections\Sample\EmailEntity_PaloAlto.json,02831402922553a8fb479feb38586816d5e6026e
Hunting\Sample\Suspicious Fork Activity.json,cf16c2c1705c20689d56e36d9d124d434938a18e
Parsers\Sample\ASimDnsMicrosoftSysmon.json,527334e06dbd55c542db2e8486841c5d1253ffad
Detections\Sample\STRONTIUMJuly2019IOCs.json,96ebeab037aaef6d772f8fd44ce42c0a003f802f
Hunting\Sample\DisabledAccountSigninAttemptsByIP.json,9094a6b38a8a00dc12414d05c66d76ee77206ae0
Hunting\Sample\new_sharepoint_downloads_by_IP.json,a0f6317fb6cd75f5b8c0d6769b4f8ac41ab51910
Workbooks\Sample\ThreatIntelligence_ARM.json,0ab9adb482c8ae847051978df815508921c0e407
Parsers\Sample\vimDnsAzureFirewall.json,d67654f9e968fe0ff59a49efe2cc2e84c3f6abde
Hunting\Sample\anomalous_app_azuread_signin.json,955b409d69d6a4d75a63a8a27cd61b085d735548
Workbooks\Sample\F5BIGIPSystemMetrics_ARM.json,03e879af4fa836f13ae073b68f7b497d8a1e90ea
Hunting\Sample\Rare_Custom_Script_Extension.json,f1d4255bc34dcc704797d946e352ec5211e0caea
Workbooks\Sample\ZscalerFirewall_ARM.json,c5faf7bade961dfe8915ef43f425b83645d4b527
Detections\Sample\imAuthPasswordSpray.json,7f2f717f5ddc9ccb36d651e1825216fd64b1bab4
Hunting\Sample\NewChildProcessOfW3WP.json,91e8a618997511cbc357ddb004bb722a64d8d564
Detections\Sample\NICKELIOCsNov2021.json,49c8d3cdad66b20588d1cab8ba0afe5199366a74
Hunting\Sample\imProcess_Windows System Shutdown-Reboot(T1529).json,52f0e821629668af7df47181e2ac2ba3dfb09a2f
Detections\Sample\MSHTMLVuln.json,270a5b294fedb45a84e3d885634c0e60fe2561aa
Playbooks\PaloAlto-PAN-OS\Playbooks\PaloAlto-PAN-OS-GetURLCategoryInfo\azuredeploy.json,4bb055791a81733197ba6d602cedea86116b3b6d
Detections\Sample\SolarWinds_SUNBURST_Process-IOCs.json,ee9dd998e4d6085b46dc112db38c6e304e3601c9
Parsers\Sample\vimAuthenticationAADManagedIdentity.json,ef9cd48894fd344a2a4a562632dc77840d5ddde9
Detections\Sample\DomainEntity_PaloAlto.json,01ad79e242065c8eb367d2c66f62f3b223014f77
Detections\Sample\ADOAuditStreamDisabled.json,dff001c03850e8f08fab3f5f61d715a2f8151be3
Detections\Sample\DCSync.json,863fc3517edabb2ea4f95893ac0b5e0b932f05c9
Detections\Sample\ADOVariableModifiedByNewUser.json,cc5ae9587ce55ade6a631f16cfac22f4a9194cba
Detections\Sample\PotentialKerberoast.json,66de2e7ff6651e21e8a0349ae46fefea15764902
Hunting\Sample\ProofpointPODHighScoreAdultValue.json,930c8b73a4ef7aaa1f7d75bdcc52a93c797aad64
Hunting\Sample\AlertsForUser.json,d8176f6915e2d627b3c0afb07c7f2aa6ce1c11c2
Detections\Sample\PotentiallyHarmfulFileTypes.json,a06d6e1219b1de5152d5489c4dc631889759d685
Hunting\Sample\FileEntity_WireData.json,fdae3a5fbc382888a6da92b2cd0043335bd2bcf7
Hunting\Sample\ReconActivitywithInteractiveLogonCorrelation.json,50730311f0b09b7f60c3c59ac58ad5b0beefda0e
Hunting\Sample\DNS_DomainAnomalousLookupIncrease.json,1aa553c4afa01eeeb66383a5149a9d67a70f5600
Detections\Sample\password_never_expires.json,1af2eb4aee897206d62b5210a04528321ca07478
Hunting\Sample\InactiveAccounts.json,fcd191d3a6f7209cb3068afa46842a7cf3fd9f71
Detections\Sample\Brute Force Attack against GitHub Account.json,de5161c614cf7bab073d1d3a107f52ab447eed97
Workbooks\Sample\CybersecurityMaturityModelCertification(CMMC)_ARM.json,d2cadca134723d5df27b82417302e5a91f5c0764
Detections\Sample\HighFailedLogonCountByUser.json,d5cae1fdc00ac59435eb5beec4ed22035b16c5cd
Detections\Sample\PotentialDHCPStarvationAttack.json,ca060ad08d6e3a3ff1c58d60bd7b3aed66dda8af
Hunting\Sample\Anomalous Data Access.json,d50a84d36bd1d3f9626145b2fb615b28a2592ec4
Detections\Sample\CognniLowRiskFinancialIncidents.json,c2bd1b614ea4fa028449173b4f7490de1aa15f6b
Detections\Sample\MultipleFailedFollowedBySuccess.json,e488e1bb684b347eb08abfd9eb37ec01765be873
Detections\Sample\office_policytampering.json,d58e7a7116beeee0dffaa48e51f9755a178ca323
Hunting\Sample\CobaltDNSBeacon.json,d28287045631d55fc4335c86a37ada9f60728ac2
Detections\Sample\AVScan_Infected_Files_Found.json,4c89a4cba1067bb5f5f6d39434e6504b672035bd
Detections\Sample\IndicatorsOfAttack.json,d4fc1bc29d335fff1ebd72af7544fc514bea4428
Hunting\Sample\new_processes.json,ff827d6605158b2b71abe3102c8fae6328a50196
Parsers\Sample\FileEventMicrosoftSharePoint.json,7a23873591f6ab527a79c6181c3a9f9456574824
Hunting\Sample\WindowsSystemShutdown-Reboot.json,6e298e46e4c41f94f5c25b321f809aba71c6d36c
Detections\Sample\AzDOPipelineCreatedDeletedOneDay.json,5398c1e220a454e27c02ebb29a5f2a20ead8b4bb
Hunting\Sample\ADONewAgentPoolCreated.json,5a463d7fd909ddc6ec52527d27b8fe158a236a0b
Detections\Sample\UserSearchingForVIPUserActivity.json,130c31e50c0431b7497b72f4ff47c1bb8a2538c7
Hunting\Sample\ADONewPATOperation.json,d569d71650ca0f8fad4b9b19e63aac40073bc99c
Hunting\Sample\Least_Common_Process_Command_Lines.json,f268792120507434969933bd52e9a02d4ed2f0fc
Detections\Sample\CiscoUmbrellaCryptoMinerUserAgentDetected.json,eb1078088508771f46123f5fe24b83c009db0a10
Playbooks\Post_Message_Teams_AlertTrigger.json,27344bf4cd7e6ded35ff0cc2401a69a1b01e4197
Detections\Sample\OMIGODVulnerableMachines.json,daa1e57cc9160260f958e49c4b20299015d16305
Hunting\Sample\AzureStorageFileCreateAccessDelete.json,6c629b600a065f46c346df6a69416981ddd5d2bc
Detections\Sample\AdFind_Usage.json,98de254539aba9dbb8e78987b3d8bca185583007
Detections\Sample\CoreBackupDeletionwithSecurityAlert.json,4fada3ee1ce1125b3c4db81735d1c9ffda5d00e3
Detections\Sample\MaliciousAlertLinkedWebRequests.json,b1a44ca13212fe772c10b804b0520f90246c0bcb
Detections\Sample\FirstAppOrServicePrincipalCredential.json,412e15174eaa1dbd132309e51d9f686b095f636d
Hunting\Sample\MultipleTeamsDeletes.json,bc5e6ef7d95411de67596970e59bd35b1d5ed418
Detections\Sample\CognniLowRiskLegalIncidents.json,7fa1c910d15556e8ad787fd8c15b49a4345ade87
Hunting\Sample\Azure-CloudShell-Usage.json,7a91e2820f3d780828b02c9154c37c0bc6488161
Detections\Sample\SecurityEventLogCleared.json,e2f9f913ccba943db18a263f0c7bdf5e48a44885
Detections\Sample\UserAccounts-CABlockedSigninSpikes.json,0f1ea6ffb52d65b9c374e647c9b1d28e5c089bd1
Hunting\Sample\SQL-MultipleFailedLogon_FromSameIP.json,246270c377b5e4b8a8043e78fb654f525ac92acd
Hunting\Sample\Anomalous Account Creation.json,de77b52d34555d42dc1be9f74a5f3e36084d2d39
Workbooks\Sample\CiscoMeraki_ARM.json,c121c1ba6540d79a9a98f955bc2be5b61880bd43
Detections\Sample\IPEntity_DuoSecurity.json,de9c26ab4aa8ed9cbdba48e36c54aac70e45e172
Hunting\Sample\ConsentToApplicationDiscovery.json,fd39c1c5e6844e6a757fff025c22de3bca50f790
Detections\Sample\CognniHighRiskGovernanceIncidents.json,f454b892702d5584163bbbc8b56b67e2e35c7e05
Hunting\Sample\Invoke-PowerShellTcpOneLine.json,10175e598b5c32d9bfa36788cdc5b8a2b86c5c41
Hunting\Sample\StorageAlertCorrelationwithCommonSecurityLogsandStorageLogs.json,0325d7797270eacf926a0b6d2c69eab46595780d
Detections\Sample\AWS_GuardDuty_template.json,d45ee54dd96f89fb0b997609c0ac11664d8d86eb
Hunting\Sample\imProcess_Invoke-PowerShellTcpOneLine.json,93ae4f821b8840ff286d2c9bf24c39e16ce2c646
Hunting\Sample\UserAccountAddedToPrivlegeGroup.json,f51145f6b3b30e17a7063780ad79da917a465822
Hunting\Sample\Anomalous Password Reset.json,f7a49cc7635c3cd78bdd66d2bf70f6a0b111e658
Hunting\Sample\SQL-MultipleFailedLogon_InShortSpan.json,c6c82b52feb50d692d61bcb5f4d08a83df51f5c9
Workbooks\Sample\ExtraHopDetectionSummary_ARM.json,2cb10bc43b7ac2355d14d4a9b5bf136e04745183
Parsers\Sample\imDns.json,32e23c9bbc410652147bef399d05b910563b12a0
Detections\Sample\IPEntity_VMConnection.json,c79cb10de78938e7674fccbdd130840311fbab5e
Workbooks\Sample\AzurePurview_ARM.json,5732419bdbb276757a4d33506cda9ce73697c81b
Detections\Sample\AWSConsoleAADCorrelation.json,363c2484f1d884c686aed84205e016dec23e4ea6
Detections\Sample\ADFSDomainTrustMods.json,09f00eaaef1a1275122a05502e234e39ec7e423a
Parsers\Sample\vimAuthenticationMicrosoftWindowsEvent.json,744c67cf54cde597666d59e63c9c3977b09ffe4d
